,Nose_x,Nose_y,P0,Neck_x,Neck_y,P1,RShoulder_x,RShoulder_y,P2,RElbow_x,RElbow_y,P3,RWrist_x,RWrist_y,P4,LShoulder_x,LShoulder_y,P5,LElbow_x,LElbow_y,P6,LWrist_x,LWrist_y,P7,MidHip_x,MidHip_y,P8,RHip_x,RHip_y,P9,RKnee_x,RKnee_y,P10,RAnkle_x,RAnkle_y,P11,LHip_x,LHip_y,P12,LKnee_x,LKnee_y,P13,LAnkle_x,LAnkle_y,P14,REye_x,REye_y,P15,LEye_x,LEye_y,P16,REar_x,REar_y,P17,LEar_x,LEar_y,P18,LBigToe_x,LBigToe_y,P19,LSmallToe_x,LSmallToe_y,P20,LHeel_x,LHeel_y,P21,RBigToe_x,RBigToe_y,P22,RSmallToe_x,RSmallToe_y,P23,RHeel_x,RHeel_y,P24
0,,,0.285454,1077.81,550.863,0.863075,1095.53,550.971,0.892841,1086.51,597.982,0.861064,1095.55,645.039,0.918802,1063.04,547.967,0.805503,,,0.24019,,,0.112446,1045.39,650.983,0.83182,1063.0,651.065,0.779518,1089.49,715.778,0.838886,1110.07,762.883,0.824885,1024.9,650.956,0.779521,1015.93,698.113,0.746359,1021.71,765.838,0.845822,,,0.320148,,,0.0,1110.12,524.365,0.819672,,,0.25452,1001.16,765.824,0.566442,998.37,771.603,0.664383,1024.7,780.393,0.759713,,,0.45072,1118.93,768.724,0.514438,1113.08,771.633,0.744483
1,,,0.106603,1077.75,551.005,0.87768,1098.32,553.808,0.886397,1095.4,603.869,0.880177,1107.17,645.116,0.834803,1060.07,550.78,0.814038,,,0.239443,,,0.073889,1042.46,662.684,0.790705,1060.02,665.632,0.775499,1092.49,718.793,0.860924,1104.2,768.755,0.739883,1021.9,659.757,0.785668,1015.91,698.067,0.657714,1021.66,768.664,0.828949,,,0.141326,,,0.0,1113.06,527.184,0.850479,,,0.371305,998.345,768.713,0.577519,998.315,774.593,0.670083,1024.69,780.498,0.770362,,,0.396678,,,0.487156,1104.22,783.385,0.674404
2,,,0.0756841,1074.87,553.752,0.8956,1101.24,553.86,0.873914,1098.46,606.766,0.835522,1118.85,648.023,0.927861,1051.24,550.888,0.837548,,,0.225402,,,0.0,1042.46,665.582,0.805754,1062.95,668.481,0.799282,1092.56,724.508,0.830178,1101.36,771.65,0.698445,1021.8,659.828,0.789044,1007.11,695.242,0.6963,1021.7,768.675,0.852282,,,0.111749,,,0.0,1110.12,527.288,0.830115,,,0.334583,998.33,768.774,0.607481,998.307,777.519,0.706069,1024.75,783.287,0.80626,,,0.373637,,,0.483514,1104.24,786.213,0.636367
3,,,0.0625587,1074.9,553.766,0.901111,1101.26,553.961,0.865287,1107.15,606.798,0.821619,1121.88,648.008,0.89538,1051.27,550.846,0.855065,,,0.257125,,,0.0655079,1045.26,656.854,0.815922,1065.88,662.753,0.799009,1092.51,721.612,0.856933,1101.25,771.666,0.728306,1021.89,653.856,0.820567,1001.35,695.251,0.784502,1018.87,768.753,0.838719,,,0.0894358,,,0.0,1110.1,527.288,0.843277,1077.74,518.523,0.508362,998.224,771.679,0.545781,998.121,780.438,0.674238,1024.63,783.375,0.827724,,,0.393177,,,0.48733,1101.28,783.449,0.63408
4,,,0.0861597,1074.8,553.853,0.901335,1101.24,553.985,0.87348,1113.09,603.956,0.861012,1130.66,647.921,0.88602,1048.39,550.974,0.859437,,,0.229416,,,0.0,1045.22,665.592,0.814865,1063.06,668.493,0.811702,1092.4,718.738,0.85772,1098.34,768.68,0.774967,1021.8,659.823,0.793923,1001.35,695.183,0.766466,1021.64,771.597,0.836273,,,0.133405,,,0.0,1107.11,527.415,0.847541,,,0.427682,998.282,771.613,0.536186,998.186,780.452,0.670562,1024.69,783.446,0.863925,,,0.46031,1118.99,780.392,0.57452,1098.39,783.307,0.713201
5,,,0.279127,1071.96,553.833,0.926057,1101.29,553.933,0.891245,1118.9,606.837,0.872772,1139.48,645.161,0.92541,1048.19,550.987,0.870397,,,0.374488,,,0.140497,1042.46,659.797,0.802379,1063.04,665.58,0.7945,1092.31,718.713,0.853704,1092.56,774.563,0.800234,1021.76,656.832,0.805192,1001.31,698.091,0.73314,1021.71,777.502,0.842458,,,0.353839,,,0.0,1095.3,527.307,0.888261,,,0.455993,,,0.490395,992.4,786.191,0.638071,1024.77,786.283,0.910503,,,0.473994,1119.0,780.494,0.586211,1092.36,786.238,0.736618
6,,,0.173643,1071.72,553.868,0.94022,1098.32,556.728,0.889308,1118.91,612.652,0.871127,1142.35,645.174,0.933679,1042.44,551.009,0.858762,,,0.445597,,,0.182734,1045.22,656.869,0.813653,1065.9,662.706,0.798589,1089.55,718.654,0.871844,1092.53,777.486,0.836405,1021.79,653.911,0.818958,1001.32,709.775,0.770978,1021.77,777.503,0.851795,,,0.240629,,,0.0,1095.29,527.305,0.896121,,,0.439225,,,0.478809,995.351,783.38,0.625625,1024.8,786.278,0.905715,,,0.492516,1118.87,780.443,0.617437,1092.38,786.302,0.803201
7,,,0.0852096,1068.95,553.91,0.938299,1098.29,556.743,0.893379,1118.9,603.885,0.886682,1142.4,645.146,0.953567,1036.52,553.744,0.837872,1004.19,597.928,0.528939,,,0.129919,1045.19,659.783,0.811148,1065.92,665.556,0.807247,1089.56,721.565,0.868307,1092.5,783.312,0.870952,1021.7,653.966,0.804324,1001.29,712.706,0.80938,1021.83,780.499,0.873151,,,0.141818,,,0.0,1095.37,527.424,0.894734,,,0.494014,,,0.480374,995.356,783.452,0.645943,1024.86,786.411,0.903172,1121.86,777.527,0.563212,1121.83,783.435,0.690413,1092.3,786.456,0.83516
8,,,0.206188,1068.87,553.892,0.935816,1095.5,556.737,0.898861,1118.86,601.019,0.897156,1142.39,645.07,0.941163,1036.49,551.019,0.837798,1001.16,595.055,0.729503,1004.17,627.463,0.52778,1045.21,659.732,0.816698,1065.91,662.72,0.805598,1089.39,721.627,0.839283,1092.35,783.408,0.86148,1021.78,653.941,0.83014,1001.18,712.74,0.861728,1021.87,783.458,0.90084,,,0.281167,,,0.0,1092.43,527.432,0.914939,,,0.431844,,,0.460705,998.177,786.376,0.647657,1027.64,789.25,0.891379,,,0.484832,1118.88,786.249,0.62331,1089.45,789.284,0.787785
9,,,0.072185,1066.0,553.936,0.911551,1095.44,556.806,0.894068,1118.81,600.933,0.905918,1142.38,645.064,0.948407,1027.74,553.761,0.863669,998.218,592.038,0.822604,998.195,624.627,0.836091,1045.24,662.696,0.826473,1065.98,665.624,0.827551,1083.64,727.453,0.810714,1089.48,786.198,0.851757,1021.76,656.893,0.828277,1001.17,712.806,0.867125,1021.78,786.19,0.90507,,,0.14451,,,0.0,1092.4,527.392,0.938996,,,0.499749,992.403,786.247,0.57801,995.279,789.201,0.733591,1024.91,789.27,0.901055,1115.94,780.495,0.521849,1115.99,786.346,0.659219,1086.51,789.343,0.775125
10,,,0.0649329,1057.11,553.958,0.873177,1092.43,553.998,0.897052,1116.01,597.977,0.924973,1139.62,644.95,0.947875,1021.82,553.926,0.880207,992.394,597.935,0.784303,986.543,630.433,0.759797,1045.43,665.568,0.853213,1068.83,665.624,0.846104,1080.65,730.446,0.811831,1089.47,786.325,0.876868,1024.69,662.714,0.829263,1001.15,715.611,0.882765,1021.81,786.226,0.905947,,,0.139483,,,0.0,1089.53,527.468,0.900147,,,0.479542,989.433,786.334,0.605565,992.422,789.297,0.718259,1027.75,789.305,0.896974,1116.08,783.44,0.630971,1116.02,789.202,0.761307,1083.57,792.216,0.805793
11,,,0.241888,1051.21,553.987,0.903839,1089.42,556.817,0.86111,1116.0,597.983,0.920706,1139.58,645.007,0.955841,1021.71,553.832,0.895249,983.496,597.907,0.845899,977.684,630.351,0.854054,1048.18,668.47,0.880627,1068.9,668.528,0.877666,1077.79,730.451,0.80558,1086.6,786.258,0.857253,1024.78,665.658,0.853911,1001.11,715.662,0.895918,1021.85,786.225,0.895116,,,0.309586,,,0.0,1077.72,530.241,0.866019,,,0.371842,989.478,786.471,0.601197,995.279,789.385,0.700627,1030.6,789.291,0.861097,1113.03,783.41,0.578193,1113.07,786.439,0.717497,1080.72,789.365,0.802427
12,,,0.0915821,1051.22,556.764,0.898057,1089.49,559.68,0.858561,1116.02,600.993,0.898846,1139.44,645.185,0.934419,1021.67,553.868,0.886571,977.753,595.063,0.858649,971.75,627.398,0.878405,1048.3,665.595,0.860787,1069.03,665.653,0.863055,1074.82,724.531,0.845414,1089.42,786.249,0.857378,1027.66,662.757,0.832229,1001.14,715.762,0.924159,1021.82,786.288,0.893481,,,0.146346,,,0.0,1080.71,530.314,0.85276,1048.42,527.372,0.500135,995.263,786.326,0.569085,998.103,789.314,0.707718,1030.64,789.399,0.827377,1113.05,786.196,0.555514,1115.89,786.461,0.72655,1083.64,789.434,0.817235
