,Nose_x,Nose_y,P0,Neck_x,Neck_y,P1,RShoulder_x,RShoulder_y,P2,RElbow_x,RElbow_y,P3,RWrist_x,RWrist_y,P4,LShoulder_x,LShoulder_y,P5,LElbow_x,LElbow_y,P6,LWrist_x,LWrist_y,P7,MidHip_x,MidHip_y,P8,RHip_x,RHip_y,P9,RKnee_x,RKnee_y,P10,RAnkle_x,RAnkle_y,P11,LHip_x,LHip_y,P12,LKnee_x,LKnee_y,P13,LAnkle_x,LAnkle_y,P14,REye_x,REye_y,P15,LEye_x,LEye_y,P16,REar_x,REar_y,P17,LEar_x,LEar_y,P18,LBigToe_x,LBigToe_y,P19,LSmallToe_x,LSmallToe_y,P20,LHeel_x,LHeel_y,P21,RBigToe_x,RBigToe_y,P22,RSmallToe_x,RSmallToe_y,P23,RHeel_x,RHeel_y,P24
0,886.516,456.615,0.720356,959.999,483.115,0.775773,971.768,465.594,0.662829,,,0.0,,,0.0,954.07,497.899,0.776698,957.16,592.04,0.783642,951.073,668.495,0.755864,1010.0,603.921,0.683959,1007.07,600.98,0.588668,957.135,686.244,0.60234,1045.39,695.163,0.509584,1015.87,612.709,0.720807,1024.65,695.03,0.811155,1118.87,724.563,0.735931,,,0.0,895.256,439.059,0.676162,,,0.0,915.854,441.958,0.709914,1092.48,756.905,0.547319,1110.11,756.856,0.51938,1139.51,724.525,0.681728,,,0.328617,,,0.332259,,,0.246643
1,889.348,453.796,0.800717,951.215,480.225,0.786046,942.38,471.405,0.571172,,,0.0521281,,,0.0,954.252,486.141,0.776629,960.043,583.235,0.730451,951.286,665.725,0.785508,998.316,598.085,0.769863,980.599,597.943,0.680966,968.858,683.321,0.519493,,,0.46082,1015.91,600.956,0.76344,1021.86,692.052,0.824985,1116.0,721.62,0.811147,,,0.33792,903.926,439.067,0.796737,,,0.0,927.723,439.051,0.758893,1083.65,748.061,0.677496,1095.49,751.027,0.659318,1136.52,724.535,0.720042,,,0.319169,,,0.318269,,,0.208519
2,895.259,450.832,0.731789,951.108,480.149,0.77841,933.581,471.396,0.553528,,,0.100719,,,0.115818,957.058,486.102,0.755929,968.86,577.403,0.684513,,,0.380365,998.118,597.951,0.780284,977.56,595.003,0.719193,951.262,668.612,0.589929,,,0.496479,1012.95,600.887,0.758314,1010.01,689.229,0.769581,1101.26,718.571,0.806431,,,0.329613,904.044,436.14,0.792725,,,0.0,927.711,436.051,0.755677,1071.84,745.252,0.592925,1092.42,745.223,0.634942,1119.08,715.747,0.732494,,,0.325438,,,0.369305,,,0.329178
3,892.312,436.139,0.831991,936.466,477.365,0.786007,912.984,468.531,0.653214,,,0.0683728,,,0.0,957.114,483.21,0.83489,971.706,574.407,0.83165,953.997,647.922,0.880078,983.615,589.15,0.715016,968.838,583.293,0.692371,954.146,683.298,0.58934,,,0.438549,1001.34,592.141,0.743446,1001.26,683.33,0.778643,1092.37,706.92,0.686333,886.421,427.317,0.6623,904.084,430.202,0.846684,,,0.0,930.514,430.134,0.810214,1074.83,739.3,0.605667,1095.36,736.333,0.590031,1107.15,701.009,0.563925,,,0.206031,,,0.214482,,,0.265271
4,895.267,430.239,0.849668,933.46,468.497,0.794585,907.073,459.658,0.728247,,,0.0755345,,,0.0,957.066,480.343,0.831062,974.774,571.457,0.83089,957.038,648.002,0.766061,980.549,577.515,0.723338,957.162,577.261,0.691282,,,0.347132,,,0.288252,1001.2,583.326,0.722396,1001.2,677.411,0.694954,1089.42,712.737,0.711823,886.369,412.687,0.818293,906.912,415.548,0.879782,,,0.0,930.615,415.59,0.795238,1065.91,739.212,0.545447,1074.86,739.146,0.547233,1104.26,709.856,0.61332,,,0.165815,,,0.195075,,,0.0
5,898.132,427.238,0.821045,930.557,462.539,0.84816,904.09,459.53,0.765472,,,0.0647973,,,0.0,957.066,474.331,0.81286,977.634,556.8,0.840784,957.063,645.007,0.797884,974.642,574.408,0.782087,951.093,571.434,0.72805,,,0.4518,,,0.47125,998.215,577.314,0.776313,1001.36,662.725,0.706546,1080.68,712.7,0.705068,886.423,412.478,0.848113,906.945,412.589,0.899286,,,0.0,930.618,412.618,0.807222,1051.2,739.241,0.611844,1068.93,739.28,0.656614,1101.31,709.852,0.6341,,,0.341339,,,0.336245,,,0.210593
6,898.239,418.47,0.794145,930.467,456.769,0.850141,901.115,450.799,0.664106,,,0.0,,,0.0,957.132,465.552,0.782765,977.753,553.819,0.846258,954.029,639.171,0.726334,968.79,577.335,0.723132,945.31,574.368,0.702431,,,0.479302,,,0.385399,989.432,580.307,0.683071,992.368,668.648,0.569576,1071.96,715.569,0.681088,886.514,409.612,0.80578,907.056,409.684,0.863859,,,0.0575716,930.737,409.647,0.803945,1045.27,739.302,0.557356,1057.13,742.097,0.561965,1095.47,709.826,0.640655,,,0.305654,,,0.290336,,,0.253387
7,903.925,415.591,0.773453,927.609,450.75,0.820331,886.4,433.246,0.727334,,,0.0,,,0.0,960.028,459.69,0.822683,983.543,547.89,0.793632,954.266,624.488,0.752123,957.077,574.541,0.759382,933.557,574.376,0.73814,930.566,668.655,0.601393,1012.95,695.142,0.551734,980.612,577.395,0.731976,998.324,656.826,0.709389,1071.78,701.053,0.733069,892.338,409.543,0.749718,909.968,409.632,0.813511,,,0.0623524,936.488,406.674,0.730259,1045.42,733.422,0.625557,1062.96,736.296,0.60271,1092.47,703.92,0.616441,,,0.435783,,,0.401157,,,0.274346
8,901.182,412.614,0.798672,921.773,436.21,0.833906,880.609,427.289,0.725905,,,0.0,,,0.0,957.029,456.611,0.825237,980.687,536.221,0.772464,957.067,618.551,0.673213,954.022,562.71,0.724091,930.53,556.849,0.715375,,,0.471968,,,0.450573,974.788,568.587,0.720528,977.665,653.924,0.567164,1065.99,695.141,0.725043,895.189,406.61,0.729821,909.92,409.458,0.786871,,,0.163041,930.741,403.729,0.687106,1042.34,727.476,0.54577,1060.04,727.485,0.527833,1086.57,692.201,0.583054,,,0.35815,,,0.356188,,,0.203853
9,906.969,392.055,0.83697,918.772,433.086,0.843883,877.508,424.272,0.784939,880.547,477.253,0.633101,892.253,527.396,0.628901,957.176,436.241,0.830278,983.524,527.354,0.856173,957.148,598.043,0.823418,939.395,553.969,0.747524,912.936,553.889,0.75042,910.048,642.133,0.52446,,,0.349103,965.898,556.788,0.724065,995.266,642.174,0.675699,1048.4,692.138,0.727128,901.02,386.02,0.814833,918.773,386.047,0.818752,,,0.435961,933.608,385.964,0.701676,1024.7,718.694,0.538418,1042.46,718.752,0.604663,1071.76,692.193,0.58064,,,0.299111,,,0.263936,,,0.227411
10,907.085,389.124,0.874637,912.94,424.297,0.830478,865.895,415.597,0.818045,874.66,477.264,0.725688,880.512,524.343,0.781797,957.135,430.266,0.837617,980.648,521.448,0.804195,951.21,598.004,0.751196,933.622,550.858,0.746386,907.156,550.86,0.755465,,,0.436141,,,0.306718,962.982,550.813,0.715518,992.416,642.123,0.73297,1048.33,692.213,0.66379,901.137,383.118,0.835375,918.834,383.095,0.80539,883.356,383.026,0.635307,933.471,377.252,0.565554,1027.69,721.556,0.546398,1045.32,718.733,0.558653,,,0.487797,,,0.171131,,,0.0,,,0.210578
11,909.987,386.134,0.880906,910.089,415.593,0.857332,862.953,412.625,0.867631,862.821,471.439,0.780453,862.915,521.406,0.708261,957.167,424.377,0.809083,977.75,512.604,0.841608,951.062,594.958,0.769416,930.593,550.773,0.791935,904.088,547.888,0.774019,,,0.482188,,,0.340837,959.98,550.822,0.736918,986.535,642.027,0.703331,1048.35,698.062,0.610889,904.056,377.234,0.864565,924.578,377.224,0.811408,883.597,374.253,0.668683,933.536,368.496,0.61616,,,0.278836,,,0.305005,1068.78,709.835,0.511916,,,0.276054,,,0.257034,,,0.165758
