,Nose_x,Nose_y,P0,Neck_x,Neck_y,P1,RShoulder_x,RShoulder_y,P2,RElbow_x,RElbow_y,P3,RWrist_x,RWrist_y,P4,LShoulder_x,LShoulder_y,P5,LElbow_x,LElbow_y,P6,LWrist_x,LWrist_y,P7,MidHip_x,MidHip_y,P8,RHip_x,RHip_y,P9,RKnee_x,RKnee_y,P10,RAnkle_x,RAnkle_y,P11,LHip_x,LHip_y,P12,LKnee_x,LKnee_y,P13,LAnkle_x,LAnkle_y,P14,REye_x,REye_y,P15,LEye_x,LEye_y,P16,REar_x,REar_y,P17,LEar_x,LEar_y,P18,LBigToe_x,LBigToe_y,P19,LSmallToe_x,LSmallToe_y,P20,LHeel_x,LHeel_y,P21,RBigToe_x,RBigToe_y,P22,RSmallToe_x,RSmallToe_y,P23,RHeel_x,RHeel_y,P24
0,904.037,403.734,0.530337,954.163,385.989,0.856756,933.517,365.572,0.698568,907.147,412.572,0.719677,880.438,441.991,0.765422,974.814,392.036,0.826418,1001.16,456.778,0.908608,998.2,515.545,0.827461,1021.83,503.757,0.783725,1007.08,503.695,0.667109,992.332,595.019,0.78345,1051.22,662.678,0.717005,1030.68,503.905,0.777678,998.285,598.033,0.882541,1042.43,701.038,0.754217,,,0.0809945,904.048,389.138,0.547916,,,0.0,921.682,385.929,0.686799,998.321,736.238,0.730228,1018.8,739.325,0.720167,1060.03,712.731,0.686715,1001.27,692.246,0.525724,,,0.43803,1071.76,662.716,0.723308
1,904.099,409.581,0.572369,954.183,389.118,0.856967,933.512,371.388,0.684911,904.204,421.401,0.812661,871.702,459.685,0.871476,977.64,406.713,0.835993,1018.76,456.807,0.847194,1018.79,512.583,0.812309,1018.82,506.843,0.770074,1004.11,506.811,0.703184,1001.15,597.876,0.841674,1068.75,668.543,0.772773,1024.78,509.693,0.802122,992.32,603.811,0.803762,1024.72,695.041,0.870574,,,0.0602711,904.131,394.953,0.509945,,,0.0,924.652,386.097,0.741404,989.48,709.866,0.685945,1001.2,715.79,0.776871,1045.21,700.994,0.704788,,,0.231595,,,0.0,1083.61,671.471,0.766868
2,903.984,424.309,0.554286,951.097,412.472,0.88752,918.75,406.695,0.709245,883.645,453.715,0.871678,856.863,494.998,0.868912,977.621,415.508,0.854209,1024.74,456.552,0.85244,1048.39,494.946,0.815589,1010.05,530.211,0.768286,1001.29,530.207,0.711752,1015.85,606.767,0.800907,1071.87,647.995,0.866819,1021.66,530.243,0.807059,974.79,601.037,0.888917,995.347,692.242,0.856904,,,0.107244,904.147,412.489,0.554651,,,0.0,924.62,403.699,0.555547,954.157,700.964,0.732607,965.918,712.67,0.758655,1007.07,698.091,0.738003,1045.39,686.239,0.832069,1048.33,674.52,0.717333,1092.5,647.978,0.757222
3,904.085,436.087,0.645055,951.159,415.579,0.855809,918.812,412.687,0.760433,883.536,456.622,0.891101,856.87,503.762,0.935774,977.743,418.477,0.817311,1033.53,456.751,0.853574,1065.99,503.89,0.85417,1015.97,527.42,0.801983,1004.13,527.433,0.713733,1001.36,606.769,0.813992,1071.81,647.925,0.816704,1024.68,527.432,0.8432,971.784,600.935,0.868125,977.767,692.207,0.876063,,,0.0737333,904.198,430.147,0.577291,,,0.0,924.577,412.504,0.610398,945.317,698.008,0.785094,954.073,709.777,0.807253,995.283,698.036,0.798763,1054.18,689.105,0.754544,1060.07,680.341,0.647211,1092.53,648.001,0.702394
4,901.153,436.063,0.58698,951.079,424.298,0.836957,918.753,424.337,0.732268,883.611,459.577,0.864038,856.897,506.833,0.921717,977.569,427.229,0.84013,1036.55,453.709,0.828182,1071.82,500.766,0.880437,1018.76,527.429,0.808782,1001.34,527.402,0.717992,998.184,612.688,0.787916,1068.97,642.14,0.810509,1024.7,530.175,0.862503,965.826,600.8,0.830143,971.813,695.123,0.840495,,,0.0627346,903.974,430.198,0.572753,,,0.0,912.931,412.51,0.725864,930.552,698.103,0.767805,945.253,712.701,0.742488,983.543,706.887,0.722864,1071.76,689.225,0.722471,1071.92,683.374,0.627136,1089.52,633.243,0.679133
5,898.177,439.018,0.69611,948.183,430.21,0.849578,912.976,433.157,0.762986,883.628,471.435,0.822984,856.924,521.386,0.880069,974.707,427.196,0.82695,1030.61,442.032,0.802713,1071.9,483.287,0.86768,1021.73,527.423,0.806691,1010.05,530.247,0.693382,1001.16,612.753,0.782775,1071.78,647.924,0.782031,1024.85,527.321,0.814097,960.021,592.141,0.811763,959.954,692.207,0.811296,,,0.109827,901.133,433.105,0.71426,,,0.0,912.878,412.673,0.703135,927.46,695.06,0.751501,933.464,703.927,0.730866,974.738,703.944,0.733695,1071.96,692.108,0.752604,1071.87,689.21,0.699507,1095.32,645.024,0.627231
6,,,0.436595,942.394,433.169,0.868995,910.045,441.996,0.786816,883.468,480.265,0.852156,856.915,530.157,0.93282,971.784,421.419,0.801769,1027.71,439.005,0.829817,1071.95,477.325,0.773786,1021.86,524.42,0.771641,1018.85,527.334,0.671696,1001.26,615.639,0.825177,1071.8,647.934,0.84927,1024.85,521.44,0.730326,957.167,589.102,0.812416,951.158,692.045,0.828252,,,0.0703138,,,0.440293,,,0.0,907.092,418.408,0.678074,912.958,692.225,0.744489,924.731,698.08,0.742954,960.022,698.14,0.661155,1074.79,692.238,0.800153,1071.97,692.041,0.729097,1092.36,642.088,0.696482
7,,,0.395115,945.267,430.266,0.841082,915.838,436.053,0.745445,892.282,477.213,0.805978,859.935,527.285,0.921313,974.562,424.346,0.79276,1030.64,436.24,0.82672,1068.92,468.475,0.758977,1021.92,524.395,0.771951,1018.92,527.329,0.683139,1004.16,618.467,0.833849,1071.8,659.774,0.77707,1027.69,518.536,0.717033,960.004,583.219,0.810454,945.221,686.26,0.733917,,,0.0,,,0.390357,,,0.0,907.012,430.145,0.640977,915.869,689.182,0.5199,921.71,692.233,0.602045,951.08,698.086,0.681923,1077.7,698.038,0.737996,1077.76,695.142,0.698425,1092.4,656.832,0.633718
8,892.273,459.511,0.53,939.356,433.175,0.848986,912.913,441.988,0.74864,898.235,486.121,0.811611,862.993,530.427,0.881931,960.076,424.362,0.765897,1024.86,436.241,0.83483,1071.89,471.456,0.811095,1024.85,521.457,0.743786,1027.73,524.368,0.598425,1001.16,615.589,0.85492,1068.9,668.68,0.826,1024.84,518.464,0.741045,957.092,583.325,0.783352,930.653,689.131,0.738301,,,0.0738313,,,0.440318,,,0.0,906.899,436.046,0.585397,906.981,680.413,0.586919,907.018,692.038,0.709508,936.47,703.957,0.640354,1068.84,701.063,0.712568,1068.97,698.108,0.656686,1089.43,668.695,0.68249
9,886.524,459.676,0.59108,936.404,433.28,0.865643,910.026,450.776,0.776635,898.183,494.934,0.790259,865.847,533.285,0.860416,957.1,421.443,0.79153,1024.69,438.987,0.84469,1068.9,471.373,0.801401,1027.67,521.44,0.740914,1030.67,524.349,0.58746,1001.16,618.554,0.871078,1065.99,671.465,0.818562,1024.84,518.467,0.73342,954.211,589.151,0.789842,930.461,683.338,0.733779,,,0.0920608,889.389,456.526,0.512108,,,0.0,904.198,436.005,0.566219,904.148,671.689,0.594325,904.099,686.249,0.685421,930.586,701.009,0.688439,1068.8,709.819,0.73221,1068.78,703.977,0.685651,1080.69,668.682,0.626482
